BirdID,FinalSB,SB_ROC,BodyMass,Stage,EP,Tissue,SiteEuth,DNAm,TLR4_RQ_proximal_intestine,TLR4_RQ_medial_intestine,TLR4_RQ_distal_intestine,TLR4_RQ_cecum
3139,2.3243195,0.030425778,27.1,Male,high,blood,CG05,0,1.064370182,2.070529848,1.333298677,2.620786808
3139,2.3243195,0.030425778,27.1,Male,high,spleen,CG01,0,1.064370182,2.070529848,1.333298677,2.620786808
3139,2.3243195,0.030425778,27.1,Male,high,spleen,CG02,1,1.064370182,2.070529848,1.333298677,2.620786808
3139,2.3243195,0.030425778,27.1,Male,high,spleen,CG03,0,1.064370182,2.070529848,1.333298677,2.620786808
3139,2.3243195,0.030425778,27.1,Male,high,spleen,CG04,0,1.064370182,2.070529848,1.333298677,2.620786808
3139,2.3243195,0.030425778,27.1,Male,high,spleen,CG05,0,1.064370182,2.070529848,1.333298677,2.620786808
3142,1.8977735,0.229509833,23.2,Male,high,liver,CG01,1,1.414213562,1.283425898,2,1.20163605
3142,1.8977735,0.229509833,23.2,Male,high,liver,CG02,1,1.414213562,1.283425898,2,1.20163605
3142,1.8977735,0.229509833,23.2,Male,high,liver,CG03,1,1.414213562,1.283425898,2,1.20163605
3142,1.8977735,0.229509833,23.2,Male,high,liver,CG04,0,1.414213562,1.283425898,2,1.20163605
3142,1.8977735,0.229509833,23.2,Male,high,liver,CG05,0,1.414213562,1.283425898,2,1.20163605
3142,1.8977735,0.229509833,23.2,Male,high,blood,CG01,0,1.414213562,1.283425898,2,1.20163605
3142,1.8977735,0.229509833,23.2,Male,high,blood,CG02,1,1.414213562,1.283425898,2,1.20163605
3142,1.8977735,0.229509833,23.2,Male,high,blood,CG03,1,1.414213562,1.283425898,2,1.20163605
3142,1.8977735,0.229509833,23.2,Male,high,blood,CG04,0,1.414213562,1.283425898,2,1.20163605
3142,1.8977735,0.229509833,23.2,Male,high,blood,CG05,0,1.414213562,1.283425898,2,1.20163605
3142,1.8977735,0.229509833,23.2,Male,high,spleen,CG01,1,1.414213562,1.283425898,2,1.20163605
3142,1.8977735,0.229509833,23.2,Male,high,spleen,CG02,1,1.414213562,1.283425898,2,1.20163605
3142,1.8977735,0.229509833,23.2,Male,high,spleen,CG03,1,1.414213562,1.283425898,2,1.20163605
3142,1.8977735,0.229509833,23.2,Male,high,spleen,CG04,0,1.414213562,1.283425898,2,1.20163605
